frame,cx,cy,x,y,w,h,yolo_conf,group_id
438,262.5,189.5,257.0,181.0,11.0,17.0,,6.0
439,267.5,187.5,262.0,179.0,11.0,17.0,,6.0
440,258.0,189.0,251.0,183.0,14.0,12.0,,6.0
441,261.0,192.0,254.0,186.0,14.0,12.0,,6.0
442,266.5,189.0,259.0,183.0,15.0,12.0,,6.0
443,271.5,192.5,264.0,186.0,15.0,13.0,,6.0
444,276.0,189.5,268.0,183.0,16.0,13.0,,6.0
445,279.0,190.5,271.0,184.0,16.0,13.0,,6.0
446,280.5,189.0,272.0,182.0,17.0,14.0,,6.0
447,283.5,190.0,275.0,183.0,17.0,14.0,,6.0
448,285.0,187.5,277.0,181.0,16.0,13.0,,6.0
449,288.0,179.5,280.0,173.0,16.0,13.0,,6.0
450,289.5,172.0,281.0,165.0,17.0,14.0,,6.0
451,290.5,165.0,282.0,158.0,17.0,14.0,,6.0
452,291.0,160.5,282.0,153.0,18.0,15.0,,6.0
453,293.0,157.5,284.0,150.0,18.0,15.0,0.705,6.0
454,294.5,154.0,285.0,145.0,19.0,18.0,0.852,6.0
455,295.5,149.5,286.0,140.0,19.0,19.0,0.835,6.0
456,296.0,143.0,286.0,133.0,20.0,20.0,0.775,6.0
457,294.5,136.5,286.0,127.0,17.0,19.0,0.789,6.0
458,294.5,129.5,286.0,118.0,17.0,23.0,0.813,6.0
459,293.0,121.5,284.0,111.0,18.0,21.0,0.864,6.0
460,291.5,112.0,283.0,102.0,17.0,20.0,0.853,6.0
461,289.0,104.5,280.0,94.0,18.0,21.0,0.845,6.0
462,286.0,97.0,277.0,87.0,18.0,20.0,0.828,6.0
463,283.0,91.5,274.0,82.0,18.0,19.0,0.828,6.0
464,281.0,86.5,272.0,77.0,18.0,19.0,0.855,6.0
465,278.5,82.5,270.0,73.0,17.0,19.0,0.84,6.0
466,276.5,78.5,268.0,70.0,17.0,17.0,0.826,6.0
467,274.5,76.0,267.0,68.0,15.0,16.0,0.837,6.0
468,272.5,74.5,265.0,66.0,15.0,17.0,0.799,6.0
469,270.5,72.5,263.0,64.0,15.0,17.0,0.734,6.0
470,268.5,71.5,262.0,64.0,13.0,15.0,0.737,6.0
471,266.0,72.0,259.0,65.0,14.0,14.0,0.707,6.0
472,265.0,72.5,258.0,65.0,14.0,15.0,0.784,6.0
473,263.0,73.0,256.0,66.0,14.0,14.0,0.701,6.0
474,261.5,75.0,255.0,68.0,13.0,14.0,0.593,6.0
475,259.5,76.0,253.0,69.0,13.0,14.0,,6.0
476,259.5,80.0,253.0,73.0,13.0,14.0,,6.0
477,256.5,81.0,250.0,74.0,13.0,14.0,,6.0
478,255.5,85.5,249.0,79.0,13.0,13.0,,6.0
479,254.5,88.5,248.0,82.0,13.0,13.0,,6.0
480,252.5,92.5,246.0,86.0,13.0,13.0,0.564,6.0
481,251.5,96.5,245.0,90.0,13.0,13.0,,6.0
482,249.5,99.5,243.0,93.0,13.0,13.0,,6.0
483,250.5,106.5,244.0,100.0,13.0,13.0,,6.0
484,246.5,106.5,240.0,100.0,13.0,13.0,,6.0
485,246.5,114.5,240.0,108.0,13.0,13.0,,6.0
486,244.5,122.5,238.0,116.0,13.0,13.0,,6.0
487,243.5,125.5,237.0,119.0,13.0,13.0,,6.0
488,241.0,149.5,235.0,142.0,12.0,15.0,,6.0
489,240.0,149.5,234.0,142.0,12.0,15.0,,6.0
490,240.0,149.5,234.0,142.0,12.0,15.0,,6.0
491,238.0,147.5,232.0,140.0,12.0,15.0,,6.0
492,237.0,146.5,231.0,139.0,12.0,15.0,,6.0
493,237.0,146.5,231.0,139.0,12.0,15.0,0.54,6.0
494,237.5,147.0,231.0,140.0,13.0,14.0,0.56,6.0
495,237.5,147.5,231.0,141.0,13.0,13.0,0.552,6.0
496,238.5,147.5,232.0,141.0,13.0,13.0,,6.0
497,238.0,152.0,232.0,147.0,12.0,10.0,0.64,6.0
498,239.0,153.5,233.0,148.0,12.0,11.0,0.708,6.0
499,239.5,156.0,234.0,151.0,11.0,10.0,0.744,6.0
500,240.0,158.5,234.0,153.0,12.0,11.0,0.775,6.0
501,240.5,162.0,235.0,157.0,11.0,10.0,0.774,6.0
502,240.5,165.5,235.0,160.0,11.0,11.0,0.51,6.0
503,240.5,169.5,235.0,164.0,11.0,11.0,,6.0
504,241.5,175.0,236.0,169.0,11.0,12.0,0.753,6.0
505,242.0,179.0,237.0,173.0,10.0,12.0,0.698,6.0
506,242.0,185.0,237.0,179.0,10.0,12.0,0.672,6.0
507,243.0,190.0,238.0,184.0,10.0,12.0,,6.0
508,243.0,197.0,238.0,191.0,10.0,12.0,,6.0
509,243.5,205.5,238.0,199.0,11.0,13.0,,6.0
510,244.5,211.5,239.0,205.0,11.0,13.0,,6.0
511,244.5,218.5,239.0,212.0,11.0,13.0,0.517,6.0
512,245.0,226.5,239.0,220.0,12.0,13.0,0.64,6.0
513,244.5,235.0,239.0,229.0,11.0,12.0,0.718,6.0
514,244.5,243.0,239.0,237.0,11.0,12.0,,6.0
515,245.5,251.0,240.0,245.0,11.0,12.0,,6.0
516,246.5,244.0,241.0,238.0,11.0,12.0,0.626,6.0
517,247.0,236.5,241.0,231.0,12.0,11.0,0.504,6.0
518,248.0,230.5,243.0,224.0,10.0,13.0,0.571,6.0
519,249.0,224.5,244.0,218.0,10.0,13.0,,6.0
520,251.0,218.5,246.0,212.0,10.0,13.0,,6.0
521,251.0,215.5,246.0,209.0,10.0,13.0,,6.0
522,252.0,217.5,247.0,211.0,10.0,13.0,,6.0
523,250.0,217.5,245.0,211.0,10.0,13.0,,6.0
524,251.0,214.5,246.0,208.0,10.0,13.0,,6.0
525,250.0,208.5,245.0,202.0,10.0,13.0,,6.0
526,249.0,209.5,244.0,203.0,10.0,13.0,,6.0
527,247.0,209.5,242.0,203.0,10.0,13.0,,6.0
528,247.0,211.5,242.0,205.0,10.0,13.0,,6.0
529,245.5,210.0,240.0,203.0,11.0,14.0,,6.0
530,245.5,208.0,240.0,201.0,11.0,14.0,,6.0
531,244.5,207.0,239.0,200.0,11.0,14.0,,6.0
532,263.5,185.5,259.0,179.0,9.0,13.0,,6.0
533,264.5,186.5,260.0,180.0,9.0,13.0,,6.0
534,265.5,187.5,261.0,181.0,9.0,13.0,,6.0
535,264.5,187.5,260.0,181.0,9.0,13.0,,6.0
536,264.5,188.5,260.0,182.0,9.0,13.0,,6.0
537,267.5,189.5,263.0,183.0,9.0,13.0,,6.0
538,267.5,191.5,263.0,185.0,9.0,13.0,,6.0
539,269.5,194.5,265.0,188.0,9.0,13.0,,6.0
540,269.5,197.5,265.0,191.0,9.0,13.0,,6.0
541,271.5,200.5,267.0,194.0,9.0,13.0,,6.0
542,271.5,204.5,267.0,198.0,9.0,13.0,,6.0
543,273.5,209.5,269.0,203.0,9.0,13.0,,6.0
544,273.5,214.5,269.0,208.0,9.0,13.0,0.693,6.0
545,274.0,220.0,269.0,214.0,10.0,12.0,0.739,6.0
546,274.5,225.0,270.0,218.0,9.0,14.0,0.671,6.0
547,275.5,232.0,271.0,226.0,9.0,12.0,0.738,6.0
548,276.5,237.5,272.0,232.0,9.0,11.0,0.555,6.0
549,276.5,244.5,272.0,239.0,9.0,11.0,,6.0
550,277.5,252.5,273.0,246.0,9.0,13.0,0.578,6.0
551,278.5,247.0,274.0,241.0,9.0,12.0,0.575,6.0
552,279.0,241.0,274.0,235.0,10.0,12.0,0.675,6.0
553,279.5,235.5,275.0,230.0,9.0,11.0,0.593,6.0
554,280.5,231.0,275.0,225.0,11.0,12.0,0.746,6.0
555,281.0,226.5,276.0,221.0,10.0,11.0,0.683,6.0
556,282.5,223.0,278.0,218.0,9.0,10.0,0.767,6.0
557,282.5,219.5,278.0,214.0,9.0,11.0,0.65,6.0
558,283.5,216.5,279.0,211.0,9.0,11.0,,6.0
559,284.5,213.5,280.0,208.0,9.0,11.0,,6.0
560,284.5,212.5,280.0,207.0,9.0,11.0,,6.0
561,284.5,211.5,280.0,206.0,9.0,11.0,,6.0
562,286.5,209.5,282.0,204.0,9.0,11.0,,6.0
563,287.5,209.5,283.0,204.0,9.0,11.0,,6.0
564,286.5,211.5,282.0,206.0,9.0,11.0,,6.0
565,289.5,212.5,285.0,207.0,9.0,11.0,,6.0
566,291.5,216.5,287.0,211.0,9.0,11.0,,6.0
567,292.5,212.5,288.0,207.0,9.0,11.0,,6.0
568,294.0,215.0,290.0,210.0,8.0,10.0,,6.0
569,298.0,217.0,294.0,212.0,8.0,10.0,,6.0
570,299.0,212.0,295.0,207.0,8.0,10.0,,6.0
571,300.0,210.0,296.0,205.0,8.0,10.0,,6.0
572,302.0,213.0,298.0,208.0,8.0,10.0,,6.0
573,304.0,214.0,300.0,209.0,8.0,10.0,,6.0
574,302.0,209.5,296.0,203.0,12.0,13.0,,6.0
575,303.5,209.0,298.0,203.0,11.0,12.0,,6.0
576,308.5,213.0,303.0,207.0,11.0,12.0,,6.0
577,307.5,211.0,302.0,205.0,11.0,12.0,,6.0
578,309.5,212.0,304.0,206.0,11.0,12.0,,6.0
579,315.5,212.0,310.0,206.0,11.0,12.0,,6.0
580,316.5,212.0,311.0,206.0,11.0,12.0,,6.0
581,319.5,212.0,314.0,206.0,11.0,12.0,,6.0
582,321.5,211.0,316.0,205.0,11.0,12.0,,6.0
583,322.5,213.0,317.0,207.0,11.0,12.0,,6.0
584,324.5,215.0,319.0,209.0,11.0,12.0,,6.0
585,325.5,216.0,320.0,210.0,11.0,12.0,,6.0
586,327.5,215.0,322.0,209.0,11.0,12.0,,6.0
587,333.5,219.0,328.0,213.0,11.0,12.0,,6.0
588,337.5,217.0,332.0,211.0,11.0,12.0,,6.0
589,343.5,215.0,338.0,209.0,11.0,12.0,0.617,6.0
590,347.0,211.5,342.0,206.0,10.0,11.0,0.553,6.0
591,352.0,207.0,347.0,202.0,10.0,10.0,0.52,6.0
592,356.0,202.5,351.0,197.0,10.0,11.0,0.629,6.0
593,359.5,198.5,354.0,193.0,11.0,11.0,0.71,6.0
594,363.5,195.0,358.0,189.0,11.0,12.0,0.664,6.0
595,367.5,191.5,362.0,186.0,11.0,11.0,0.705,6.0
596,371.5,188.5,366.0,183.0,11.0,11.0,,6.0
597,375.5,186.0,370.0,180.0,11.0,12.0,,6.0
598,379.5,184.0,374.0,178.0,11.0,12.0,0.605,6.0
599,384.5,182.0,379.0,176.0,11.0,12.0,,6.0
600,389.5,181.5,383.0,176.0,13.0,11.0,0.735,6.0
601,394.0,180.5,388.0,175.0,12.0,11.0,0.63,6.0
602,398.0,180.5,392.0,175.0,12.0,11.0,,6.0
603,404.0,181.0,397.0,175.0,14.0,12.0,,6.0
604,409.0,182.0,402.0,176.0,14.0,12.0,0.607,6.0
605,413.5,183.5,406.0,177.0,15.0,13.0,0.644,6.0
606,418.0,185.5,411.0,179.0,14.0,13.0,0.655,6.0
607,423.0,187.5,416.0,181.0,14.0,13.0,,6.0
608,430.5,194.0,424.0,187.0,13.0,14.0,,6.0
609,435.5,196.0,429.0,189.0,13.0,14.0,0.691,6.0
610,438.5,199.0,432.0,192.0,13.0,14.0,,6.0
611,447.0,206.5,439.0,199.0,16.0,15.0,0.575,6.0
612,452.5,214.0,444.0,205.0,17.0,18.0,0.772,6.0
613,457.5,220.5,448.0,212.0,19.0,17.0,0.741,6.0
614,462.5,227.5,453.0,219.0,19.0,17.0,,6.0
615,470.0,236.0,462.0,227.0,16.0,18.0,0.558,6.0
616,474.0,246.5,468.0,239.0,12.0,15.0,0.71,6.0
617,478.0,255.5,472.0,248.0,12.0,15.0,,6.0
618,475.0,257.5,469.0,250.0,12.0,15.0,,6.0
619,478.5,249.0,475.0,240.0,7.0,18.0,,6.0
620,476.5,247.0,473.0,238.0,7.0,18.0,,6.0
621,477.5,244.0,474.0,235.0,7.0,18.0,,6.0
622,478.5,235.0,475.0,226.0,7.0,18.0,,6.0
623,476.5,228.0,473.0,219.0,7.0,18.0,,6.0
624,475.5,223.0,472.0,214.0,7.0,18.0,0.641,6.0
625,474.5,218.0,470.0,209.0,9.0,18.0,0.676,6.0
626,474.5,214.0,469.0,205.0,11.0,18.0,0.795,6.0
627,474.0,211.0,468.0,203.0,12.0,16.0,0.836,6.0
628,473.0,208.5,467.0,200.0,12.0,17.0,0.774,6.0
629,473.0,205.5,467.0,197.0,12.0,17.0,0.708,6.0
630,472.0,204.0,465.0,196.0,14.0,16.0,0.759,6.0
631,471.0,204.0,463.0,196.0,16.0,16.0,0.779,6.0
632,471.0,202.0,463.0,194.0,16.0,16.0,0.756,6.0
633,470.5,200.0,462.0,192.0,17.0,16.0,0.738,6.0
634,469.0,198.0,460.0,189.0,18.0,18.0,0.811,6.0
635,467.5,195.5,458.0,187.0,19.0,17.0,0.646,6.0
636,463.5,193.5,453.0,185.0,21.0,17.0,0.745,6.0
637,460.0,193.5,450.0,186.0,20.0,15.0,0.818,6.0
638,453.5,194.5,446.0,187.0,15.0,15.0,0.823,6.0
639,452.0,199.5,443.0,191.0,18.0,17.0,0.675,6.0
640,449.0,205.5,440.0,197.0,18.0,17.0,,6.0
641,448.5,222.5,441.0,214.0,15.0,17.0,0.689,6.0
642,445.5,234.5,438.0,226.0,15.0,17.0,,6.0
643,446.5,249.0,436.0,239.0,21.0,20.0,,6.0
644,444.5,263.0,434.0,253.0,21.0,20.0,0.712,6.0
645,444.0,271.0,433.0,261.0,22.0,20.0,0.718,6.0
646,444.0,257.5,434.0,248.0,20.0,19.0,0.674,6.0
647,445.0,246.5,435.0,237.0,20.0,19.0,,6.0
648,445.0,235.0,435.0,225.0,20.0,20.0,0.635,6.0
649,446.5,223.5,437.0,215.0,19.0,17.0,0.655,6.0
650,447.0,215.0,437.0,206.0,20.0,18.0,0.714,6.0
651,445.5,209.5,434.0,200.0,23.0,19.0,0.747,6.0
652,443.5,206.0,432.0,197.0,23.0,18.0,0.541,6.0
653,439.0,203.0,428.0,193.0,22.0,20.0,0.793,6.0
654,436.0,202.0,424.0,192.0,24.0,20.0,0.582,6.0
655,430.5,201.0,419.0,191.0,23.0,20.0,0.744,6.0
656,425.0,199.0,414.0,189.0,22.0,20.0,0.659,6.0
657,413.0,198.0,403.0,189.0,20.0,18.0,0.536,6.0
658,400.0,195.0,390.0,186.0,20.0,18.0,,6.0
659,384.5,194.5,374.0,185.0,21.0,19.0,0.665,6.0
660,369.5,194.5,359.0,185.0,21.0,19.0,0.691,6.0
661,353.5,197.5,342.0,187.0,23.0,21.0,0.753,6.0
662,340.0,208.0,329.0,198.0,22.0,20.0,0.646,6.0
663,326.5,222.0,317.0,213.0,19.0,18.0,0.682,6.0
664,316.0,234.5,306.0,225.0,20.0,19.0,0.581,6.0
665,306.0,247.5,296.0,238.0,20.0,19.0,,6.0
666,293.0,265.0,284.0,255.0,18.0,20.0,0.588,6.0
667,287.5,266.5,279.0,255.0,17.0,23.0,0.6,6.0
668,284.5,253.5,276.0,242.0,17.0,23.0,,6.0
669,281.5,242.5,273.0,231.0,17.0,23.0,,6.0
670,279.5,229.5,270.0,220.0,19.0,19.0,,6.0
671,275.5,223.5,266.0,214.0,19.0,19.0,0.73,6.0
672,273.0,220.5,263.0,211.0,20.0,19.0,0.775,6.0
673,271.5,221.5,262.0,212.0,19.0,19.0,0.635,6.0
674,269.5,228.5,260.0,219.0,19.0,19.0,,6.0
675,,,,,,,,
676,,,,,,,,
677,,,,,,,,
678,,,,,,,,
679,315.5,232.5,308.0,224.0,15.0,17.0,,7.0
680,305.5,241.5,298.0,233.0,15.0,17.0,,7.0
681,311.5,229.5,304.0,221.0,15.0,17.0,,7.0
682,312.5,220.5,305.0,212.0,15.0,17.0,,7.0
683,314.5,211.5,307.0,203.0,15.0,17.0,,7.0
684,316.5,205.5,309.0,197.0,15.0,17.0,,7.0
685,314.5,204.5,307.0,196.0,15.0,17.0,,7.0
686,314.5,203.5,307.0,195.0,15.0,17.0,,7.0
687,312.5,207.5,305.0,199.0,15.0,17.0,0.52,7.0
688,309.5,214.5,302.0,206.0,15.0,17.0,,7.0
689,313.0,210.0,305.0,201.0,16.0,18.0,,7.0
690,299.5,237.5,291.0,228.0,17.0,19.0,,7.0
691,291.5,251.5,283.0,242.0,17.0,19.0,0.604,7.0
692,281.5,268.5,273.0,258.0,17.0,21.0,0.693,7.0
693,272.5,266.0,263.0,256.0,19.0,20.0,0.69,7.0
694,263.5,254.0,256.0,245.0,15.0,18.0,0.725,7.0
695,255.0,245.0,246.0,236.0,18.0,18.0,0.746,7.0
696,248.0,234.5,240.0,225.0,16.0,19.0,0.671,7.0
697,244.0,227.5,234.0,218.0,20.0,19.0,0.7,7.0
698,239.0,220.0,228.0,210.0,22.0,20.0,0.793,7.0
699,232.5,214.5,222.0,204.0,21.0,21.0,0.774,7.0
700,224.5,210.5,214.0,200.0,21.0,21.0,,7.0
701,215.0,206.0,204.0,195.0,22.0,22.0,,7.0
702,208.0,204.0,198.0,194.0,20.0,20.0,,7.0
703,203.0,203.0,193.0,193.0,20.0,20.0,0.649,7.0
704,199.0,207.0,189.0,197.0,20.0,20.0,,7.0
705,195.0,215.5,186.0,206.0,18.0,19.0,0.63,7.0
706,193.0,227.5,184.0,218.0,18.0,19.0,,7.0
707,189.5,241.0,181.0,232.0,17.0,18.0,0.714,7.0
708,187.0,255.0,178.0,246.0,18.0,18.0,0.68,7.0
709,185.5,264.5,178.0,255.0,15.0,19.0,0.723,7.0
710,187.0,252.5,179.0,243.0,16.0,19.0,0.719,7.0
711,188.5,241.5,180.0,233.0,17.0,17.0,0.639,7.0
712,190.5,231.5,182.0,223.0,17.0,17.0,,7.0
713,188.0,221.0,183.0,213.0,10.0,16.0,,7.0
714,188.0,215.0,183.0,207.0,10.0,16.0,0.517,7.0
715,186.0,209.0,181.0,201.0,10.0,16.0,,7.0
716,183.0,206.0,178.0,198.0,10.0,16.0,,7.0
717,177.0,209.0,172.0,201.0,10.0,16.0,,7.0
718,172.0,207.0,167.0,199.0,10.0,16.0,,7.0
719,166.0,207.0,161.0,199.0,10.0,16.0,,7.0
720,163.0,202.0,158.0,194.0,10.0,16.0,,7.0
721,160.0,202.5,155.0,194.0,10.0,17.0,,7.0
722,156.0,198.5,151.0,190.0,10.0,17.0,,7.0
723,154.0,195.0,149.0,187.0,10.0,16.0,,7.0
724,147.0,195.5,142.0,187.0,10.0,17.0,,7.0
725,145.0,194.5,140.0,186.0,10.0,17.0,,7.0
726,143.0,192.5,138.0,184.0,10.0,17.0,,7.0
727,141.0,193.0,136.0,185.0,10.0,16.0,,7.0
728,138.0,193.0,133.0,185.0,10.0,16.0,,7.0
729,134.0,192.0,129.0,184.0,10.0,16.0,,7.0
730,131.0,196.0,126.0,188.0,10.0,16.0,,7.0
731,131.0,197.0,126.0,189.0,10.0,16.0,,7.0
732,130.0,198.5,125.0,191.0,10.0,15.0,,7.0
733,129.5,202.5,125.0,195.0,9.0,15.0,,7.0
734,128.5,201.5,124.0,194.0,9.0,15.0,,7.0
735,155.0,162.5,143.0,152.0,24.0,21.0,,8.0
736,151.0,162.5,139.0,152.0,24.0,21.0,,8.0
737,149.0,161.5,137.0,151.0,24.0,21.0,,8.0
738,147.0,160.5,135.0,150.0,24.0,21.0,,8.0
739,146.0,160.5,134.0,150.0,24.0,21.0,,8.0
740,143.0,159.5,131.0,149.0,24.0,21.0,,8.0
741,141.0,161.5,129.0,151.0,24.0,21.0,,8.0
742,141.0,161.5,129.0,151.0,24.0,21.0,,8.0
743,140.0,161.5,128.0,151.0,24.0,21.0,,8.0
744,147.0,161.5,135.0,151.0,24.0,21.0,,8.0
745,139.0,161.5,127.0,151.0,24.0,21.0,,8.0
746,137.0,160.5,125.0,150.0,24.0,21.0,,8.0
747,134.0,158.5,122.0,148.0,24.0,21.0,,8.0
748,132.0,154.5,120.0,144.0,24.0,21.0,,8.0
749,132.0,150.5,120.0,140.0,24.0,21.0,,8.0
750,134.0,144.5,122.0,134.0,24.0,21.0,,8.0
751,136.0,137.5,124.0,127.0,24.0,21.0,,8.0
752,139.0,129.5,127.0,119.0,24.0,21.0,,8.0
753,141.0,121.5,129.0,111.0,24.0,21.0,,8.0
754,145.0,113.5,133.0,103.0,24.0,21.0,0.75,8.0
755,148.5,104.5,139.0,95.0,19.0,19.0,0.799,8.0
756,154.0,97.5,144.0,87.0,20.0,21.0,0.825,8.0
757,159.5,90.0,150.0,80.0,19.0,20.0,0.822,8.0
758,164.5,84.0,155.0,74.0,19.0,20.0,0.838,8.0
759,169.5,78.5,160.0,69.0,19.0,19.0,0.833,8.0
760,173.5,74.0,165.0,65.0,17.0,18.0,0.834,8.0
761,178.0,70.5,169.0,62.0,18.0,17.0,0.854,8.0
762,182.5,67.5,174.0,58.0,17.0,19.0,0.806,8.0
763,186.5,65.0,178.0,56.0,17.0,18.0,0.795,8.0
764,190.0,64.0,182.0,56.0,16.0,16.0,0.836,8.0
765,194.5,62.5,186.0,54.0,17.0,17.0,0.783,8.0
766,197.5,62.5,190.0,54.0,15.0,17.0,0.771,8.0
767,200.5,63.0,193.0,55.0,15.0,16.0,0.782,8.0
768,203.5,63.5,196.0,56.0,15.0,15.0,0.66,8.0
769,207.0,64.0,200.0,57.0,14.0,14.0,0.566,8.0
770,210.5,66.0,204.0,59.0,13.0,14.0,0.704,8.0
771,213.0,68.5,206.0,61.0,14.0,15.0,0.508,8.0
772,216.5,71.0,209.0,64.0,15.0,14.0,0.799,8.0
773,219.0,73.5,212.0,66.0,14.0,15.0,0.691,8.0
774,221.5,77.0,215.0,70.0,13.0,14.0,0.685,8.0
775,224.0,81.5,217.0,75.0,14.0,13.0,0.731,8.0
776,226.0,85.5,219.0,79.0,14.0,13.0,,8.0
777,229.0,89.5,222.0,82.0,14.0,15.0,0.546,8.0
778,231.0,94.5,225.0,88.0,12.0,13.0,0.647,8.0
779,233.0,99.5,227.0,93.0,12.0,13.0,,8.0
780,235.0,106.5,228.0,99.0,14.0,15.0,0.67,8.0
781,235.0,106.5,228.0,99.0,14.0,15.0,,8.0
782,236.0,106.5,229.0,99.0,14.0,15.0,,8.0
783,243.0,138.0,238.0,134.0,10.0,8.0,,8.0
784,242.0,139.0,237.0,135.0,10.0,8.0,,8.0
785,242.0,138.0,237.0,134.0,10.0,8.0,,8.0
786,242.0,140.0,237.0,136.0,10.0,8.0,,8.0
787,245.0,140.0,240.0,136.0,10.0,8.0,,8.0
788,244.0,137.0,239.0,133.0,10.0,8.0,,8.0
789,241.0,139.0,236.0,135.0,10.0,8.0,,8.0
790,,,,,,,,
791,,,,,,,,
792,243.0,140.0,238.0,136.0,10.0,8.0,,8.0
793,243.0,141.0,238.0,137.0,10.0,8.0,,8.0
794,243.0,142.0,238.0,138.0,10.0,8.0,,8.0
795,237.0,145.0,232.0,141.0,10.0,8.0,,8.0
796,238.0,145.0,233.0,141.0,10.0,8.0,,8.0
797,240.0,146.0,235.0,142.0,10.0,8.0,,8.0
798,241.0,147.0,236.0,143.0,10.0,8.0,,8.0
799,242.0,150.0,237.0,146.0,10.0,8.0,,8.0
800,243.0,151.0,238.0,147.0,10.0,8.0,0.557,8.0
801,243.5,153.0,238.0,147.0,11.0,12.0,0.646,8.0
802,244.5,155.0,239.0,150.0,11.0,10.0,0.659,8.0
803,245.5,158.5,240.0,153.0,11.0,11.0,0.677,8.0
804,246.5,162.0,241.0,157.0,11.0,10.0,0.749,8.0
805,247.5,165.5,242.0,160.0,11.0,11.0,0.684,8.0
806,249.0,169.5,244.0,164.0,10.0,11.0,0.713,8.0
807,249.5,174.5,244.0,169.0,11.0,11.0,0.684,8.0
808,250.5,179.5,245.0,174.0,11.0,11.0,0.568,8.0
809,251.5,184.5,246.0,179.0,11.0,11.0,0.588,8.0
810,252.5,190.5,247.0,185.0,11.0,11.0,,8.0
811,253.5,195.5,248.0,190.0,11.0,11.0,,8.0
812,254.5,201.5,249.0,196.0,11.0,11.0,,8.0
813,255.5,209.5,250.0,204.0,11.0,11.0,,8.0
814,256.5,216.5,251.0,211.0,11.0,11.0,,8.0
815,257.5,224.5,252.0,219.0,11.0,11.0,,8.0
816,258.5,231.5,253.0,226.0,11.0,11.0,,8.0
817,259.5,239.5,254.0,234.0,11.0,11.0,,8.0
818,259.5,248.5,254.0,243.0,11.0,11.0,,8.0
819,261.5,243.5,256.0,238.0,11.0,11.0,,8.0
820,263.5,236.5,258.0,231.0,11.0,11.0,,8.0
821,263.5,229.5,259.0,224.0,9.0,11.0,,8.0
822,265.5,225.5,261.0,220.0,9.0,11.0,,8.0
823,265.5,219.5,261.0,214.0,9.0,11.0,,8.0
824,266.5,214.5,262.0,209.0,9.0,11.0,,8.0
825,267.5,209.5,263.0,204.0,9.0,11.0,,8.0
826,267.5,206.5,263.0,201.0,9.0,11.0,,8.0
827,269.5,201.5,265.0,196.0,9.0,11.0,,8.0
828,270.5,199.5,266.0,194.0,9.0,11.0,,8.0
829,270.5,196.5,266.0,191.0,9.0,11.0,,8.0
830,271.5,193.5,267.0,188.0,9.0,11.0,,8.0
831,272.5,191.5,268.0,186.0,9.0,11.0,0.741,8.0
832,273.0,190.0,268.0,184.0,10.0,12.0,0.796,8.0
833,274.0,188.0,269.0,182.0,10.0,12.0,0.743,8.0
834,275.0,187.5,270.0,182.0,10.0,11.0,0.703,8.0
835,276.0,187.0,271.0,181.0,10.0,12.0,0.685,8.0
836,277.0,186.5,272.0,181.0,10.0,11.0,0.704,8.0
837,278.0,186.5,273.0,181.0,10.0,11.0,,8.0
838,280.0,187.5,275.0,182.0,10.0,11.0,,8.0
839,280.0,188.0,275.0,183.0,10.0,10.0,,8.0
840,280.0,190.0,275.0,185.0,10.0,10.0,0.683,8.0
841,281.0,192.0,276.0,187.0,10.0,10.0,0.668,8.0
842,281.5,194.0,276.0,189.0,11.0,10.0,0.723,8.0
843,282.0,196.5,277.0,191.0,10.0,11.0,0.572,8.0
844,283.0,199.5,278.0,194.0,10.0,11.0,,8.0
845,283.5,203.5,279.0,199.0,9.0,9.0,0.595,8.0
846,284.5,207.0,280.0,202.0,9.0,10.0,0.694,8.0
847,285.5,211.5,281.0,206.0,9.0,11.0,0.547,8.0
848,285.5,216.0,281.0,210.0,9.0,12.0,0.555,8.0
849,286.5,221.0,282.0,215.0,9.0,12.0,,8.0
850,287.5,226.0,283.0,220.0,9.0,12.0,,8.0
851,289.5,231.5,285.0,227.0,9.0,9.0,,8.0
852,289.5,237.5,285.0,233.0,9.0,9.0,0.536,8.0
853,290.5,243.5,286.0,239.0,9.0,9.0,,8.0
854,291.5,247.5,287.0,243.0,9.0,9.0,,8.0
855,291.5,241.5,287.0,237.0,9.0,9.0,,8.0
856,291.5,237.5,287.0,233.0,9.0,9.0,,8.0
857,293.5,231.5,289.0,227.0,9.0,9.0,,8.0
858,293.5,227.5,289.0,222.0,9.0,11.0,,8.0
859,294.5,224.5,290.0,219.0,9.0,11.0,,8.0
860,294.5,220.5,290.0,215.0,9.0,11.0,,8.0
861,294.5,217.5,290.0,212.0,9.0,11.0,,8.0
862,295.5,214.5,291.0,209.0,9.0,11.0,0.566,8.0
863,296.5,212.5,292.0,207.0,9.0,11.0,,8.0
864,297.0,211.5,292.0,207.0,10.0,9.0,,8.0
865,297.0,209.5,292.0,205.0,10.0,9.0,0.605,8.0
866,297.5,208.5,293.0,203.0,9.0,11.0,0.593,8.0
867,298.5,207.5,294.0,202.0,9.0,11.0,,8.0
868,299.0,207.0,294.0,202.0,10.0,10.0,,8.0
869,299.0,207.0,294.0,202.0,10.0,10.0,0.531,8.0
870,299.0,207.0,294.0,202.0,10.0,10.0,,8.0
871,299.5,209.0,295.0,204.0,9.0,10.0,0.592,8.0
872,300.5,210.0,296.0,205.0,9.0,10.0,0.601,8.0
873,301.5,211.5,297.0,207.0,9.0,9.0,0.609,8.0
