frame,cx,cy,x,y,w,h,conf
2194,171.5,204.5,162.0,193.0,19.0,23.0,0.822
2195,171.5,204.5,162.0,193.0,19.0,23.0,0.822
2196,171.5,204.0,162.0,193.0,19.0,22.0,0.816
2197,171.5,204.5,162.0,193.0,19.0,23.0,0.815
2198,171.5,204.5,162.0,193.0,19.0,23.0,0.816
2199,171.5,204.0,162.0,193.0,19.0,22.0,0.817
2200,171.5,204.5,162.0,193.0,19.0,23.0,0.82
2201,171.5,204.5,162.0,193.0,19.0,23.0,0.822
2202,171.5,204.5,162.0,193.0,19.0,23.0,0.821
2203,172.0,204.5,162.0,193.0,20.0,23.0,0.816
2204,172.0,204.5,162.0,193.0,20.0,23.0,0.815
2205,171.5,204.5,162.0,193.0,19.0,23.0,0.82
2206,172.0,204.5,162.0,193.0,20.0,23.0,0.816
2207,172.0,204.5,162.0,193.0,20.0,23.0,0.818
2208,172.0,204.0,162.0,193.0,20.0,22.0,0.814
2209,172.0,204.0,162.0,193.0,20.0,22.0,0.813
2210,172.0,204.0,162.0,193.0,20.0,22.0,0.811
2211,172.0,204.0,162.0,193.0,20.0,22.0,0.81
2212,172.0,204.0,162.0,193.0,20.0,22.0,0.812
2213,172.0,204.0,162.0,193.0,20.0,22.0,0.814
2214,171.5,204.0,162.0,193.0,19.0,22.0,0.816
2215,171.5,204.0,162.0,193.0,19.0,22.0,0.816
2216,171.5,204.0,162.0,193.0,19.0,22.0,0.816
2217,171.5,204.0,162.0,193.0,19.0,22.0,0.813
2218,172.0,204.0,162.0,193.0,20.0,22.0,0.812
2219,172.0,204.0,162.0,193.0,20.0,22.0,0.813
2220,170.5,204.0,161.0,193.0,19.0,22.0,0.81
2221,170.5,204.0,161.0,193.0,19.0,22.0,0.811
2222,171.5,204.0,162.0,193.0,19.0,22.0,0.804
2223,171.0,204.0,161.0,193.0,20.0,22.0,0.804
2224,171.0,204.0,161.0,193.0,20.0,22.0,0.808
2225,171.5,204.0,162.0,193.0,19.0,22.0,0.808
2226,171.5,204.0,162.0,193.0,19.0,22.0,0.812
2227,171.5,204.0,162.0,193.0,19.0,22.0,0.809
2228,171.5,204.0,162.0,193.0,19.0,22.0,0.816
2229,171.0,204.0,161.0,193.0,20.0,22.0,0.814
2230,171.5,204.0,162.0,193.0,19.0,22.0,0.81
2231,171.0,204.0,161.0,193.0,20.0,22.0,0.811
2232,171.5,204.0,162.0,193.0,19.0,22.0,0.81
2233,171.5,204.0,162.0,193.0,19.0,22.0,0.811
2234,171.5,204.0,162.0,193.0,19.0,22.0,0.813
2235,171.5,204.0,162.0,193.0,19.0,22.0,0.814
2236,171.5,204.0,162.0,193.0,19.0,22.0,0.814
2237,171.5,204.0,162.0,193.0,19.0,22.0,0.81
2238,171.5,204.0,162.0,193.0,19.0,22.0,0.809
2239,171.5,204.0,162.0,193.0,19.0,22.0,0.809
2240,171.5,204.0,162.0,193.0,19.0,22.0,0.809
2241,171.5,204.0,162.0,193.0,19.0,22.0,0.811
2242,171.5,204.0,162.0,193.0,19.0,22.0,0.813
2243,171.5,204.0,162.0,193.0,19.0,22.0,0.811
2244,171.5,204.0,162.0,193.0,19.0,22.0,0.814
2245,171.5,204.0,162.0,193.0,19.0,22.0,0.816
2246,171.5,204.0,162.0,193.0,19.0,22.0,0.816
2247,171.5,204.0,162.0,193.0,19.0,22.0,0.816
2248,171.5,204.0,162.0,193.0,19.0,22.0,0.816
2249,171.5,204.0,162.0,193.0,19.0,22.0,0.814
2250,171.5,204.0,162.0,193.0,19.0,22.0,0.807
2251,171.5,204.0,162.0,193.0,19.0,22.0,0.806
2252,171.5,204.0,162.0,193.0,19.0,22.0,0.804
2253,171.5,204.0,162.0,193.0,19.0,22.0,0.805
2254,171.5,204.0,162.0,193.0,19.0,22.0,0.8
2255,171.5,204.0,162.0,193.0,19.0,22.0,0.801
2256,171.5,204.5,162.0,193.0,19.0,23.0,0.812
2257,171.5,204.5,162.0,193.0,19.0,23.0,0.812
2258,171.5,204.5,162.0,193.0,19.0,23.0,0.812
2259,171.5,204.5,162.0,193.0,19.0,23.0,0.813
2260,171.5,204.5,162.0,193.0,19.0,23.0,0.813
2261,171.5,204.5,162.0,193.0,19.0,23.0,0.813
2262,171.5,204.5,162.0,193.0,19.0,23.0,0.813
2263,171.5,204.5,162.0,193.0,19.0,23.0,0.813
2264,171.5,204.5,162.0,193.0,19.0,23.0,0.813
2265,171.5,204.5,162.0,193.0,19.0,23.0,0.814
2266,171.5,204.5,162.0,193.0,19.0,23.0,0.813
2267,171.5,204.5,162.0,193.0,19.0,23.0,0.814
2268,171.5,204.5,162.0,193.0,19.0,23.0,0.817
2269,171.5,204.5,162.0,193.0,19.0,23.0,0.816
2270,171.5,204.5,162.0,193.0,19.0,23.0,0.817
2271,171.5,204.5,162.0,193.0,19.0,23.0,0.817
2272,171.5,204.5,162.0,193.0,19.0,23.0,0.814
2273,171.5,204.5,162.0,193.0,19.0,23.0,0.816
2274,171.5,204.5,162.0,193.0,19.0,23.0,0.818
2275,171.5,204.5,162.0,193.0,19.0,23.0,0.818
2276,171.5,204.5,162.0,193.0,19.0,23.0,0.817
2277,171.5,204.5,162.0,193.0,19.0,23.0,0.815
2278,171.5,204.5,162.0,193.0,19.0,23.0,0.816
2279,171.5,204.5,162.0,193.0,19.0,23.0,0.818
2280,171.5,204.0,162.0,193.0,19.0,22.0,0.799
2281,171.5,204.0,162.0,193.0,19.0,22.0,0.8
2282,171.5,204.0,162.0,193.0,19.0,22.0,0.801
2283,171.5,204.0,162.0,193.0,19.0,22.0,0.8
2284,171.5,204.0,162.0,193.0,19.0,22.0,0.799
2285,171.5,204.0,162.0,193.0,19.0,22.0,0.8
2286,171.5,204.0,162.0,193.0,19.0,22.0,0.8
2287,171.5,204.0,162.0,193.0,19.0,22.0,0.803
2288,171.5,204.0,162.0,193.0,19.0,22.0,0.799
2289,171.5,204.0,162.0,193.0,19.0,22.0,0.801
2290,171.5,204.0,162.0,193.0,19.0,22.0,0.803
2291,171.5,204.0,162.0,193.0,19.0,22.0,0.801
2292,171.5,204.0,162.0,193.0,19.0,22.0,0.782
2293,171.5,204.0,162.0,193.0,19.0,22.0,0.785
2294,171.5,204.0,162.0,193.0,19.0,22.0,0.781
2295,171.5,204.0,162.0,193.0,19.0,22.0,0.782
2296,171.5,204.0,162.0,193.0,19.0,22.0,0.781
2297,171.5,204.0,162.0,193.0,19.0,22.0,0.784
2298,171.5,204.0,162.0,193.0,19.0,22.0,0.784
2299,171.5,204.0,162.0,193.0,19.0,22.0,0.782
2300,171.5,204.0,162.0,193.0,19.0,22.0,0.782
2301,171.5,204.0,162.0,193.0,19.0,22.0,0.781
2302,171.5,204.0,162.0,193.0,19.0,22.0,0.784
2303,171.5,204.0,162.0,193.0,19.0,22.0,0.782
2304,171.0,204.0,162.0,192.0,18.0,24.0,0.796
2305,171.5,204.5,162.0,193.0,19.0,23.0,0.798
2306,171.5,204.5,162.0,193.0,19.0,23.0,0.793
2307,170.5,204.0,161.0,192.0,19.0,24.0,0.792
2308,171.5,204.5,162.0,193.0,19.0,23.0,0.79
2309,170.5,204.0,161.0,192.0,19.0,24.0,0.794
2310,171.0,204.0,162.0,192.0,18.0,24.0,0.777
2311,171.0,204.5,162.0,193.0,18.0,23.0,0.71
2312,170.0,202.0,162.0,189.0,16.0,26.0,0.634
2313,170.0,203.5,160.0,192.0,20.0,23.0,0.708
2314,170.5,203.5,162.0,192.0,17.0,23.0,0.722
2315,170.0,203.5,161.0,192.0,18.0,23.0,0.745
2316,169.5,204.0,160.0,193.0,19.0,22.0,0.759
2317,170.0,204.5,160.0,193.0,20.0,23.0,0.802
2318,171.0,204.5,161.0,193.0,20.0,23.0,0.78
2319,171.0,204.5,160.0,193.0,22.0,23.0,0.715
2320,171.5,203.0,161.0,193.0,21.0,20.0,0.698
2321,171.0,203.0,160.0,193.0,22.0,20.0,0.654
2322,170.5,202.5,159.0,193.0,23.0,19.0,0.609
2323,170.0,203.5,159.0,193.0,22.0,21.0,0.637
2324,170.5,204.0,159.0,193.0,23.0,22.0,0.554
2325,170.5,204.5,159.0,193.0,23.0,23.0,0.499
2326,169.5,206.5,158.0,193.0,23.0,27.0,0.518
2327,168.0,207.5,157.0,193.0,22.0,29.0,0.598
2328,170.5,203.0,160.0,193.0,21.0,20.0,0.736
2329,171.0,204.0,161.0,193.0,20.0,22.0,0.781
2330,171.0,204.0,161.0,193.0,20.0,22.0,0.812
2331,171.5,204.0,162.0,193.0,19.0,22.0,0.816
2332,171.5,203.5,162.0,192.0,19.0,23.0,0.821
2333,171.5,204.0,162.0,192.0,19.0,24.0,0.815
2334,172.0,204.0,163.0,193.0,18.0,22.0,0.817
2335,172.0,203.5,163.0,192.0,18.0,23.0,0.815
2336,172.0,203.5,162.0,192.0,20.0,23.0,0.81
2337,172.0,203.5,162.0,192.0,20.0,23.0,0.805
2338,172.0,203.5,162.0,192.0,20.0,23.0,0.809
2339,172.0,203.5,162.0,192.0,20.0,23.0,0.816
2340,172.0,204.0,162.0,193.0,20.0,22.0,0.799
2341,171.5,204.0,162.0,193.0,19.0,22.0,0.805
2342,171.5,204.5,162.0,193.0,19.0,23.0,0.801
2343,171.5,204.0,162.0,193.0,19.0,22.0,0.808
2344,171.5,204.0,162.0,193.0,19.0,22.0,0.802
2345,171.5,204.0,162.0,193.0,19.0,22.0,0.804
2346,170.5,204.0,161.0,193.0,19.0,22.0,0.797
2347,171.5,204.0,162.0,193.0,19.0,22.0,0.801
2348,171.5,204.0,162.0,193.0,19.0,22.0,0.808
2349,171.5,204.0,162.0,193.0,19.0,22.0,0.809
2350,171.5,204.0,162.0,193.0,19.0,22.0,0.812
2351,171.5,204.0,162.0,193.0,19.0,22.0,0.815
2352,171.5,204.0,162.0,193.0,19.0,22.0,0.784
2353,171.5,204.0,162.0,193.0,19.0,22.0,0.791
2354,171.5,204.0,162.0,193.0,19.0,22.0,0.793
2355,171.5,204.0,162.0,193.0,19.0,22.0,0.79
2356,171.5,203.5,162.0,193.0,19.0,21.0,0.79
2357,171.5,203.5,162.0,193.0,19.0,21.0,0.789
2358,171.5,203.5,162.0,193.0,19.0,21.0,0.792
2359,171.5,203.5,162.0,193.0,19.0,21.0,0.795
2360,171.5,203.5,162.0,193.0,19.0,21.0,0.789
2361,171.5,204.0,162.0,193.0,19.0,22.0,0.794
2362,171.5,204.0,162.0,193.0,19.0,22.0,0.798
2363,171.5,204.0,162.0,193.0,19.0,22.0,0.798
2364,171.5,204.0,162.0,193.0,19.0,22.0,0.805
2365,171.5,204.0,162.0,193.0,19.0,22.0,0.803
2366,171.5,204.0,162.0,193.0,19.0,22.0,0.801
2367,171.5,204.0,162.0,193.0,19.0,22.0,0.802
2368,171.5,204.0,162.0,193.0,19.0,22.0,0.803
2369,171.5,204.0,162.0,193.0,19.0,22.0,0.809
2370,171.5,204.0,162.0,193.0,19.0,22.0,0.806
2371,171.5,204.0,162.0,193.0,19.0,22.0,0.808
2372,171.5,204.0,162.0,193.0,19.0,22.0,0.81
2373,171.5,204.0,162.0,193.0,19.0,22.0,0.813
2374,171.5,204.0,162.0,193.0,19.0,22.0,0.813
2375,172.0,203.5,162.0,193.0,20.0,21.0,0.812
2376,171.5,204.0,162.0,193.0,19.0,22.0,0.818
2377,171.5,204.0,162.0,193.0,19.0,22.0,0.819
2378,171.5,204.0,162.0,193.0,19.0,22.0,0.82
2379,171.5,204.0,162.0,193.0,19.0,22.0,0.82
2380,171.5,204.0,162.0,193.0,19.0,22.0,0.82
2381,171.5,204.0,162.0,193.0,19.0,22.0,0.821
2382,171.5,204.0,162.0,193.0,19.0,22.0,0.825
2383,171.5,204.0,162.0,193.0,19.0,22.0,0.826
2384,171.5,204.0,162.0,193.0,19.0,22.0,0.826
2385,171.5,204.0,162.0,193.0,19.0,22.0,0.827
2386,171.5,204.0,162.0,193.0,19.0,22.0,0.828
2387,171.5,204.0,162.0,193.0,19.0,22.0,0.827
2388,171.5,203.5,162.0,193.0,19.0,21.0,0.824
2389,171.5,203.5,162.0,193.0,19.0,21.0,0.824
2390,171.5,203.5,162.0,193.0,19.0,21.0,0.826
2391,171.5,203.5,162.0,193.0,19.0,21.0,0.825
2392,171.5,203.5,162.0,193.0,19.0,21.0,0.825
2393,171.5,203.5,162.0,193.0,19.0,21.0,0.826
2394,171.5,203.5,162.0,193.0,19.0,21.0,0.827
2395,171.5,203.5,162.0,193.0,19.0,21.0,0.827
2396,171.5,203.5,162.0,193.0,19.0,21.0,0.828
2397,171.5,203.5,162.0,193.0,19.0,21.0,0.827
2398,171.5,203.5,162.0,193.0,19.0,21.0,0.828
2399,171.5,203.5,162.0,193.0,19.0,21.0,0.828
2400,171.5,204.0,162.0,193.0,19.0,22.0,0.836
2401,171.5,204.0,162.0,193.0,19.0,22.0,0.835
2402,171.5,204.0,162.0,193.0,19.0,22.0,0.834
2403,171.5,204.0,162.0,193.0,19.0,22.0,0.835
2404,171.5,204.0,162.0,193.0,19.0,22.0,0.837
2405,171.5,204.0,162.0,193.0,19.0,22.0,0.837
2406,171.5,204.0,162.0,193.0,19.0,22.0,0.837
2407,171.5,204.0,162.0,193.0,19.0,22.0,0.835
2408,171.5,204.0,162.0,193.0,19.0,22.0,0.831
2409,171.5,204.0,162.0,193.0,19.0,22.0,0.832
2410,171.5,204.0,162.0,193.0,19.0,22.0,0.829
2411,171.5,204.0,162.0,193.0,19.0,22.0,0.829
2412,171.5,204.0,162.0,193.0,19.0,22.0,0.837
2413,171.5,204.0,162.0,193.0,19.0,22.0,0.837
2414,171.5,204.0,162.0,193.0,19.0,22.0,0.837
2415,171.5,204.0,162.0,193.0,19.0,22.0,0.838
2416,171.5,204.0,162.0,193.0,19.0,22.0,0.838
2417,171.5,204.0,162.0,193.0,19.0,22.0,0.838
2418,171.5,204.0,162.0,193.0,19.0,22.0,0.837
2419,171.5,204.0,162.0,193.0,19.0,22.0,0.835
2420,171.5,204.0,162.0,193.0,19.0,22.0,0.834
2421,171.5,204.0,162.0,193.0,19.0,22.0,0.834
2422,171.5,204.0,162.0,193.0,19.0,22.0,0.834
2423,171.5,204.0,162.0,193.0,19.0,22.0,0.834
2424,171.5,204.0,162.0,193.0,19.0,22.0,0.834
2425,171.5,204.0,162.0,193.0,19.0,22.0,0.835
2426,171.5,204.0,162.0,193.0,19.0,22.0,0.834
2427,171.5,204.0,162.0,193.0,19.0,22.0,0.834
2428,171.5,204.0,162.0,193.0,19.0,22.0,0.834
2429,171.5,204.0,162.0,193.0,19.0,22.0,0.832
2430,171.0,203.5,161.0,193.0,20.0,21.0,0.827
2431,171.0,203.5,161.0,193.0,20.0,21.0,0.827
2432,171.0,203.5,161.0,193.0,20.0,21.0,0.828
2433,171.0,203.5,161.0,193.0,20.0,21.0,0.829
2434,171.0,203.5,161.0,193.0,20.0,21.0,0.829
2435,171.0,203.5,161.0,193.0,20.0,21.0,0.831
2436,171.0,203.5,161.0,193.0,20.0,21.0,0.832
2437,171.0,203.5,161.0,193.0,20.0,21.0,0.833
2438,171.0,203.5,161.0,193.0,20.0,21.0,0.834
2439,171.0,203.5,161.0,193.0,20.0,21.0,0.835
2440,171.0,203.5,161.0,193.0,20.0,21.0,0.835
2441,171.0,203.5,161.0,193.0,20.0,21.0,0.834
2442,171.0,203.5,161.0,193.0,20.0,21.0,0.833
2443,171.0,203.5,161.0,193.0,20.0,21.0,0.834
2444,171.0,203.5,161.0,193.0,20.0,21.0,0.834
2445,171.0,203.5,161.0,193.0,20.0,21.0,0.834
2446,171.0,203.5,161.0,193.0,20.0,21.0,0.833
2447,171.0,203.5,161.0,193.0,20.0,21.0,0.834
2448,171.0,204.0,161.0,193.0,20.0,22.0,0.834
2449,171.0,204.0,161.0,193.0,20.0,22.0,0.834
2450,171.0,204.0,161.0,193.0,20.0,22.0,0.835
2451,171.0,204.0,161.0,193.0,20.0,22.0,0.837
2452,171.0,204.0,161.0,193.0,20.0,22.0,0.837
2453,171.0,204.0,161.0,193.0,20.0,22.0,0.837
2454,171.0,204.0,161.0,193.0,20.0,22.0,0.838
2455,171.0,204.0,161.0,193.0,20.0,22.0,0.836
2456,171.0,204.0,161.0,193.0,20.0,22.0,0.836
2457,171.0,204.0,161.0,193.0,20.0,22.0,0.836
2458,171.0,204.0,161.0,193.0,20.0,22.0,0.836
2459,171.0,204.0,161.0,193.0,20.0,22.0,0.837
2460,171.0,203.5,162.0,193.0,18.0,21.0,0.819
2461,171.0,203.5,162.0,193.0,18.0,21.0,0.819
2462,171.0,203.5,162.0,193.0,18.0,21.0,0.819
2463,171.0,203.5,162.0,193.0,18.0,21.0,0.818
2464,171.0,203.5,162.0,193.0,18.0,21.0,0.818
2465,171.0,203.5,162.0,193.0,18.0,21.0,0.817
2466,171.0,203.5,162.0,193.0,18.0,21.0,0.82
2467,171.0,203.5,162.0,193.0,18.0,21.0,0.819
2468,171.0,203.5,162.0,193.0,18.0,21.0,0.82
2469,171.0,203.5,162.0,193.0,18.0,21.0,0.822
2470,171.0,203.5,162.0,193.0,18.0,21.0,0.822
2471,171.0,203.5,162.0,193.0,18.0,21.0,0.82
2472,171.0,204.0,162.0,193.0,18.0,22.0,0.812
2473,171.5,204.0,162.0,193.0,19.0,22.0,0.811
2474,171.5,204.0,162.0,193.0,19.0,22.0,0.812
2475,171.5,204.0,162.0,193.0,19.0,22.0,0.813
2476,171.5,204.0,162.0,193.0,19.0,22.0,0.812
2477,171.5,204.0,162.0,193.0,19.0,22.0,0.813
2478,171.5,204.0,162.0,193.0,19.0,22.0,0.813
2479,171.0,204.0,162.0,193.0,18.0,22.0,0.813
2480,171.0,204.0,162.0,193.0,18.0,22.0,0.816
2481,171.0,204.0,162.0,193.0,18.0,22.0,0.813
2482,171.0,204.0,162.0,193.0,18.0,22.0,0.813
2483,171.0,204.0,162.0,193.0,18.0,22.0,0.814
2484,171.0,203.5,162.0,192.0,18.0,23.0,0.823
2485,171.0,203.5,162.0,192.0,18.0,23.0,0.823
2486,171.0,203.5,162.0,192.0,18.0,23.0,0.823
2487,171.0,203.5,162.0,192.0,18.0,23.0,0.821
2488,171.0,203.5,162.0,192.0,18.0,23.0,0.823
2489,171.0,203.5,162.0,192.0,18.0,23.0,0.823
2490,171.0,204.0,162.0,193.0,18.0,22.0,0.823
2491,171.0,204.0,162.0,193.0,18.0,22.0,0.824
2492,171.0,204.0,162.0,193.0,18.0,22.0,0.822
2493,171.0,204.0,162.0,193.0,18.0,22.0,0.821
2494,171.0,204.0,162.0,193.0,18.0,22.0,0.823
2495,171.0,204.0,162.0,193.0,18.0,22.0,0.822
2496,171.0,204.0,161.0,193.0,20.0,22.0,0.833
2497,171.0,204.0,161.0,193.0,20.0,22.0,0.831
2498,171.0,204.0,161.0,193.0,20.0,22.0,0.832
2499,171.0,204.0,161.0,193.0,20.0,22.0,0.833
2500,171.0,204.0,161.0,193.0,20.0,22.0,0.833
2501,171.0,204.0,161.0,193.0,20.0,22.0,0.832
2502,171.0,204.0,161.0,193.0,20.0,22.0,0.832
2503,171.0,204.0,161.0,193.0,20.0,22.0,0.832
2504,171.0,204.0,161.0,193.0,20.0,22.0,0.832
2505,171.0,204.0,161.0,193.0,20.0,22.0,0.834
2506,171.0,204.0,161.0,193.0,20.0,22.0,0.834
2507,171.0,204.0,161.0,193.0,20.0,22.0,0.835
2508,171.0,204.0,161.0,193.0,20.0,22.0,0.838
2509,171.5,204.0,162.0,193.0,19.0,22.0,0.839
2510,171.5,204.0,162.0,193.0,19.0,22.0,0.839
2511,171.5,204.0,162.0,193.0,19.0,22.0,0.839
2512,171.5,204.0,162.0,193.0,19.0,22.0,0.839
2513,171.5,204.0,162.0,193.0,19.0,22.0,0.839
2514,171.5,204.0,162.0,193.0,19.0,22.0,0.839
2515,171.0,204.0,161.0,193.0,20.0,22.0,0.838
2516,171.0,204.0,161.0,193.0,20.0,22.0,0.839
2517,171.5,204.0,162.0,193.0,19.0,22.0,0.84
2518,171.5,204.0,162.0,193.0,19.0,22.0,0.84
2519,171.5,204.0,162.0,193.0,19.0,22.0,0.84
2520,171.5,204.0,162.0,193.0,19.0,22.0,0.828
2521,171.5,204.0,162.0,193.0,19.0,22.0,0.827
2522,171.5,204.0,162.0,193.0,19.0,22.0,0.826
2523,171.5,204.0,162.0,193.0,19.0,22.0,0.827
2524,171.5,204.0,162.0,193.0,19.0,22.0,0.827
2525,171.5,204.0,162.0,193.0,19.0,22.0,0.827
2526,171.5,204.0,162.0,193.0,19.0,22.0,0.826
2527,171.5,204.0,162.0,193.0,19.0,22.0,0.826
2528,171.5,204.0,162.0,193.0,19.0,22.0,0.823
2529,171.5,204.0,162.0,193.0,19.0,22.0,0.823
2530,171.5,204.0,162.0,193.0,19.0,22.0,0.824
2531,171.5,204.0,162.0,193.0,19.0,22.0,0.824
2532,171.5,204.0,162.0,193.0,19.0,22.0,0.821
2533,171.5,204.0,162.0,193.0,19.0,22.0,0.822
2534,171.5,204.0,162.0,193.0,19.0,22.0,0.824
2535,171.5,204.0,162.0,193.0,19.0,22.0,0.825
2536,171.5,204.0,162.0,193.0,19.0,22.0,0.826
2537,171.5,204.0,162.0,193.0,19.0,22.0,0.827
2538,171.5,204.0,162.0,193.0,19.0,22.0,0.828
2539,171.5,204.0,162.0,193.0,19.0,22.0,0.828
2540,171.5,204.0,162.0,193.0,19.0,22.0,0.828
2541,171.5,204.0,162.0,193.0,19.0,22.0,0.828
2542,171.5,204.0,162.0,193.0,19.0,22.0,0.827
2543,171.5,204.0,162.0,193.0,19.0,22.0,0.828
2544,171.5,204.0,162.0,193.0,19.0,22.0,0.817
2545,171.5,204.0,162.0,193.0,19.0,22.0,0.818
2546,171.5,204.0,162.0,193.0,19.0,22.0,0.816
2547,171.5,204.0,162.0,193.0,19.0,22.0,0.816
2548,171.5,204.0,162.0,193.0,19.0,22.0,0.817
2549,171.5,204.0,162.0,193.0,19.0,22.0,0.818
2550,171.5,204.0,162.0,193.0,19.0,22.0,0.819
2551,171.5,204.0,162.0,193.0,19.0,22.0,0.817
2552,171.5,204.0,162.0,193.0,19.0,22.0,0.814
2553,171.5,204.0,162.0,193.0,19.0,22.0,0.814
2554,171.5,204.0,162.0,193.0,19.0,22.0,0.814
2555,171.5,204.0,162.0,193.0,19.0,22.0,0.813
2556,171.5,204.0,162.0,193.0,19.0,22.0,0.825
2557,171.5,204.0,162.0,193.0,19.0,22.0,0.825
2558,171.5,204.0,162.0,193.0,19.0,22.0,0.826
2559,171.5,204.0,162.0,193.0,19.0,22.0,0.826
2560,171.5,204.0,162.0,193.0,19.0,22.0,0.827
2561,171.5,204.0,162.0,193.0,19.0,22.0,0.827
2562,171.5,204.0,162.0,193.0,19.0,22.0,0.828
2563,171.5,204.0,162.0,193.0,19.0,22.0,0.827
2564,171.5,204.0,162.0,193.0,19.0,22.0,0.827
2565,171.5,204.0,162.0,193.0,19.0,22.0,0.827
2566,171.5,204.0,162.0,193.0,19.0,22.0,0.828
2567,171.5,204.0,162.0,193.0,19.0,22.0,0.827
2568,171.5,204.0,162.0,193.0,19.0,22.0,0.823
2569,171.5,204.0,162.0,193.0,19.0,22.0,0.823
2570,171.5,204.0,162.0,193.0,19.0,22.0,0.823
2571,171.5,204.0,162.0,193.0,19.0,22.0,0.822
2572,171.5,204.0,162.0,193.0,19.0,22.0,0.822
2573,171.5,204.0,162.0,193.0,19.0,22.0,0.822
2574,171.5,204.0,162.0,193.0,19.0,22.0,0.823
2575,171.5,204.5,162.0,193.0,19.0,23.0,0.831
2576,171.5,204.5,162.0,193.0,19.0,23.0,0.831
2577,171.5,204.5,162.0,193.0,19.0,23.0,0.83
2578,171.5,204.5,162.0,193.0,19.0,23.0,0.829
2579,171.5,204.5,162.0,193.0,19.0,23.0,0.83
2580,171.0,204.0,162.0,193.0,18.0,22.0,0.823
2581,170.5,204.0,161.0,193.0,19.0,22.0,0.824
2582,170.5,204.0,161.0,193.0,19.0,22.0,0.823
2583,170.5,204.0,161.0,193.0,19.0,22.0,0.822
2584,170.5,204.0,161.0,193.0,19.0,22.0,0.823
2585,170.5,204.0,161.0,193.0,19.0,22.0,0.822
2586,170.5,204.0,161.0,193.0,19.0,22.0,0.822
2587,170.5,204.0,161.0,193.0,19.0,22.0,0.823
2588,170.5,204.0,161.0,193.0,19.0,22.0,0.823
2589,170.5,204.0,161.0,193.0,19.0,22.0,0.823
2590,170.5,204.0,161.0,193.0,19.0,22.0,0.823
2591,170.5,204.0,161.0,193.0,19.0,22.0,0.822
2592,170.5,204.0,161.0,193.0,19.0,22.0,0.822
2593,170.5,204.0,161.0,193.0,19.0,22.0,0.821
2594,170.5,204.0,161.0,193.0,19.0,22.0,0.821
2595,170.5,204.0,161.0,193.0,19.0,22.0,0.819
2596,170.5,204.0,161.0,193.0,19.0,22.0,0.82
2597,170.5,204.0,161.0,193.0,19.0,22.0,0.821
2598,170.5,204.0,161.0,193.0,19.0,22.0,0.821
2599,170.5,204.0,161.0,193.0,19.0,22.0,0.822
2600,170.5,204.0,161.0,193.0,19.0,22.0,0.821
2601,170.5,204.0,161.0,193.0,19.0,22.0,0.821
2602,170.5,204.0,161.0,193.0,19.0,22.0,0.819
2603,170.5,204.0,161.0,193.0,19.0,22.0,0.819
2604,171.0,204.0,162.0,193.0,18.0,22.0,0.806
2605,171.0,204.0,162.0,193.0,18.0,22.0,0.806
2606,171.0,204.0,162.0,193.0,18.0,22.0,0.805
2607,171.0,204.0,162.0,193.0,18.0,22.0,0.806
2608,171.0,204.0,162.0,193.0,18.0,22.0,0.807
2609,171.0,204.0,162.0,193.0,18.0,22.0,0.807
2610,171.0,204.0,162.0,193.0,18.0,22.0,0.805
2611,171.0,204.0,162.0,193.0,18.0,22.0,0.812
2612,170.5,204.0,161.0,193.0,19.0,22.0,0.811
2613,170.5,204.0,161.0,193.0,19.0,22.0,0.811
2614,170.5,204.0,161.0,193.0,19.0,22.0,0.81
2615,171.5,204.0,162.0,193.0,19.0,22.0,0.81
2616,171.5,204.0,162.0,193.0,19.0,22.0,0.818
2617,171.5,204.0,162.0,193.0,19.0,22.0,0.817
2618,171.5,204.0,162.0,193.0,19.0,22.0,0.815
2619,171.5,204.0,162.0,193.0,19.0,22.0,0.814
2620,171.5,204.0,162.0,193.0,19.0,22.0,0.815
2621,171.5,204.0,162.0,193.0,19.0,22.0,0.816
2622,171.5,204.0,162.0,193.0,19.0,22.0,0.816
2623,171.5,204.0,162.0,193.0,19.0,22.0,0.816
2624,171.5,204.0,162.0,193.0,19.0,22.0,0.816
2625,171.5,204.0,162.0,193.0,19.0,22.0,0.816
2626,171.5,204.0,162.0,193.0,19.0,22.0,0.817
2627,171.5,204.0,162.0,193.0,19.0,22.0,0.817
2628,171.5,204.0,162.0,193.0,19.0,22.0,0.822
2629,171.5,204.0,162.0,193.0,19.0,22.0,0.823
2630,171.5,204.0,162.0,193.0,19.0,22.0,0.821
2631,171.5,204.0,162.0,193.0,19.0,22.0,0.82
2632,171.5,204.0,162.0,193.0,19.0,22.0,0.82
2633,171.5,204.0,162.0,193.0,19.0,22.0,0.82
2634,171.5,204.0,162.0,193.0,19.0,22.0,0.82
2635,171.5,204.0,162.0,193.0,19.0,22.0,0.82
2636,171.5,204.0,162.0,193.0,19.0,22.0,0.819
2637,171.5,204.0,162.0,193.0,19.0,22.0,0.819
2638,171.5,204.0,162.0,193.0,19.0,22.0,0.819
2639,171.5,204.0,162.0,193.0,19.0,22.0,0.818
2640,171.5,204.0,162.0,193.0,19.0,22.0,0.807
2641,171.5,204.0,162.0,193.0,19.0,22.0,0.809
2642,171.5,204.0,162.0,193.0,19.0,22.0,0.808
2643,171.5,204.0,162.0,193.0,19.0,22.0,0.808
